"","lfd","long","lat","hunde","type"
"1113",1125,7.80901,48.74019,"d' Hüng","ng"
"1114",1126,7.67959,48.4897,"Hung","ng"
"1115",1127,7.78279,48.69341,"Hing","ng"
"1116",1128,7.67511,48.69681,"Hung","ng"
"1117",1129,7.69351,48.68244,"Hung","ng"
"1118",1130,7.71285,48.66933,"Henn","nn"
"1119",1131,7.90651,48.72976,"Hünd, Hind","nd"
"1120",1132,7.91375,48.71167,"Hünd, Hind","nd"
"1121",1133,7.98186,48.73575,"Hund","nd"
"1122",1134,7.9656,48.70959,"Hund","nd"
"1123",1135,7.99655,48.7137,"Hund","nd"
"1124",1136,7.98806,48.69362,"Honnd","nd"
"1125",1137,7.98237,48.68233,"Hund","nd"
"1126",1138,7.93582,48.67138,"Hund","nd"
"1127",1139,7.87971,48.69159,"Hünd, Heng","nd"
"1128",1140,7.85798,48.67473,"Hünd","nd"
"1129",1141,7.30153,48.63467,"Hend","nd"
"1130",1142,7.30732,48.6228,"Hund","nd"
"1131",1143,7.30153,48.63467,"Ho(u)nd","nd"
"1132",1144,7.34505,48.65874,"Hund, Hind","nd"
"1133",1145,7.37043,48.66739,"Hend","nd"
"1134",1146,7.38108,48.69056,"Hund","nd"
"1135",1147,7.38757,48.6705,"Hund","nd"
"1136",1148,7.41482,48.67034,"Höund, Hend","nd"
"1137",1149,7.4265,48.65831,"Hind","nd"
"1138",1150,7.47865,48.66636,"Hönd, Hung (Pl.)","nd"
"1139",1151,7.47311,48.66189,"d'Hehnd","nd"
"1140",1152,7.40829,48.64445,"Hund","nd"
"1141",1153,7.44724,48.63718,"Hind","nd"
"1142",1154,7.44724,48.63718,"Hend","nd"
"1143",1155,7.4664,48.61834,"Hond","nd"
"1144",1156,7.49054,48.62101,"Hund, Hend (Mehrz.)","nd"
"1145",1157,7.49624,48.60963,"Hund","nd"
"1146",1158,7.48778,48.60108,"Hend","nd"
"1147",1159,7.49581,48.593,"Hend","nd"
"1148",1160,7.46472,48.59545,"Hö¯nd","nd"
"1149",1161,7.37795,48.65555,"Hind","nd"
"1150",1162,7.33273,48.66842,"Hund, Hind","nd"
"1151",1163,7.39912,48.63165,"Hund","nd"
"1152",1164,7.44341,48.60424,"Huönd","nd"
"1153",1165,7.51469,48.65916,"Hüend","nd"
"1154",1166,7.54562,48.65481,"Heng","ng"
"1155",1167,7.28171,47.76054,"Hund","nd"
"1156",1168,7.60723,48.66319,"Hing","ng"
"1157",1169,7.64331,48.66042,"Huend","nd"
"1158",1170,7.60738,48.63994,"Hünd","nd"
"1159",1171,7.61838,48.63195,"Hind, Hing","nd"
"1160",1172,7.61838,48.63195,"Hund, Hunde","nd"
"1161",1173,7.52543,48.64343,"Hun","nn"
"1162",1174,7.51005,48.63544,"Hund, Hund","nd"
"1163",1175,7.5391,48.63315,"Hoang","ng"
"1164",1176,7.57335,48.63816,"Hing","ng"
"1165",1177,7.57372,48.62636,"Hind ","nd"
"1166",1178,7.59369,48.6152,"Hund","nd"
"1167",1179,7.56378,48.61325,"Heend","nd"
"1168",1180,7.59542,48.60404,"Hünd","nd"
"1169",1181,7.59542,48.60404,"Hüend","nd"
"1170",1182,7.58074,48.66169,"Heng","ng"
"1171",1183,7.82574,48.65926,"Hünd","nd"
"1172",1184,7.75359,48.6483,"Hond","nd"
"1173",1185,7.71544,48.64179,"Hund","nd"
"1174",1187,7.67069,48.64279,"Hünd, Hung","nd"
"1175",1188,7.66779,48.62966,"Hund","nd"
"1176",1189,7.74147,48.6355,"Hund","nd"
"1177",1190,7.70033,48.62313,"Hünd","nd"
"1178",1191,7.69275,48.61406,"Hung","ng"
"1179",1192,7.73609,48.58523,"Hend, Hünde","nd"
"1180",1193,7.73212,48.59535,"Hund","nd"
"1181",1194,7.74856,48.60595,"He<U+0365>nd","nd"
"1182",1195,7.75254,48.61483,"Hennd","nd"
"1183",1196,7.75526,48.62105,"Hund","nd"
"1184",1197,7.68507,48.60569,"Hüend","nd"
"1185",1198,7.80059,48.61004,"Hund (Hind)","nd"
"1186",1199,7.92904,48.65493,"Hend","nd"
"1187",1200,7.8874,48.64789,"Hund","nd"
"1188",1201,7.8874,48.64789,"Hound","nd"
"1189",1202,7.87132,48.64025,"Hind","nd"
"1190",1203,7.85613,48.62423,"Hund","nd"
"1191",1204,7.89706,48.62687,"Hund","nd"
"1192",1205,7.92018,48.62595,"Hund, Hind","nd"
"1193",1206,7.99491,48.62035,"Hind","nd"
"1194",1207,7.9036,48.60838,"Hind","nd"
"1195",1208,7.83597,48.6051,"Hünd","nd"
"1196",1209,7.87462,48.60047,"Hond","nd"
"1197",1210,7.86754,48.58924,"Hund, Hind","nd"
"1198",1211,7.33046,48.5499,"Hönd (Sg.), Hind (Pl.)","nd"
"1199",1212,7.33046,48.5499,"Hejnd","nd"
"1200",1213,7.32457,48.52675,"Hund","nd"
"1201",1214,7.29709,48.51659,"Hund","nd"
"1202",1215,7.43736,48.58406,"Hund","nd"
"1203",1216,7.45869,48.57632,"Hend","nd"
"1204",1217,7.45869,48.57632,"Heng","ng"
"1205",1218,7.46645,48.57212,"Hend","nd"
"1206",1219,7.4048,48.54953,"Heend","nd"
"1207",1220,7.4273,48.54254,"Hund, Hind","nd"
"1208",1221,7.45043,48.53927,"Hund, Hend","nd"
"1209",1222,7.49067,48.54038,"Hend","nd"
"1210",1223,7.48538,48.52471,"Hund","nd"
"1211",1224,7.3916,48.53799,"Hund","nd"
"1212",1225,7.43186,48.53571,"Hund","nd"
"1213",1226,7.4409,48.50587,"Hen","nn"
"1214",1227,7.38528,48.50755,"Hend","nd"
"1215",1228,7.47751,48.58828,"Hend","nd"
"1216",1229,7.34119,48.54244,"Hünd, d'Hünd","nd"
"1217",1230,7.43177,48.57213,"Heund","nd"
"1218",1231,7.48699,48.572,"Hund","nd"
"1219",1232,7.50654,48.58628,"Hend","nd"
"1220",1233,7.55672,48.58641,"d'Heend","nd"
"1221",1234,7.56378,48.61325,"Hünd","nd"
"1222",1235,7.93035,49.0109,"d'Hund","nd"
"1223",1236,7.78435,48.95245,"Hund","nd"
"1224",1237,7.65236,48.5868,"Hend","nd"
"1225",1238,7.52806,48.56941,"Hund","nd"
"1226",1239,7.52806,48.56941,"Hend","nd"
"1227",1240,7.50043,48.56159,"Hi°nd, Hend","nd"
"1228",1241,7.53229,48.56055,"Hehnd","nd"
"1229",1242,7.56478,48.56483,"Hind","nd"
"1230",1243,7.61529,48.55876,"Heend","nd"
"1231",1244,7.58968,48.52813,"Hend","nd"
"1232",1245,7.56596,48.52454,"d'Hund","nd"
"1233",1246,7.52793,48.52186,"Hund","nd"
"1234",1247,7.60783,48.50535,"Hö¯nd","nd"
"1235",1248,7.64329,48.51516,"Hend","nd"
"1236",1249,7.63634,48.53413,"Hund","nd"
"1237",1250,7.58834,48.56138,"Hend","nd"
"1238",1251,7.51077,48.56903,"Hünd","nd"
"1239",1252,7.81494,48.57419,"Hind","nd"
"1240",1253,7.8231,48.52207,"Hend, Hind","nd"
"1241",1254,7.81911,48.51308,"Hund, Hind","nd"
"1242",1255,7.71183,48.5288,"Hunde, Hind","nd"
"1243",1256,7.71183,48.5288,"Hund","nd"
"1244",1257,7.66606,48.58281,"Hünd","nd"
"1245",1258,7.68725,48.57932,"Hund (Sg.), Hind (Pl.)","nd"
"1246",1259,7.64383,48.55724,"d'Hend","nd"
"1247",1260,7.84392,48.57012,"Hund","nd"
"1248",1261,7.88021,48.56001,"d'Hond","nd"
"1249",1262,7.91306,48.56803,"Hung","ng"
"1250",1263,7.96889,48.557,"Hind","nd"
"1251",1264,7.98009,48.53996,"Hind","nd"
"1252",1265,7.98301,48.50723,"Hund","nd"
"1253",1266,7.95693,48.5148,"Hund, Hind","nd"
"1254",1267,7.924,48.51041,"Hind","nd"
"1255",1268,7.88114,48.52042,"d'Hound","nd"
"1256",1269,7.88114,48.52042,"d'Hund","nd"
"1257",1270,7.85175,48.52985,"Hund","nd"
"1258",1271,7.89222,48.53868,"unsre Hund","nd"
"1259",1272,7.92148,48.53823,"Hind","nd"
"1260",1273,7.86899,48.56537,"Hung","ng"
"1261",1274,7.32375,48.49241,"Hoend","nd"
"1262",1275,7.32375,48.49241,"Huend","nd"
"1263",1276,7.25895,48.43628,"Hunde","nd"
